Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2021,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Ètnic/origen nacional/origen racial,Persona autora,HOME,23,1
2021,5,maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Llardecans,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,DONA,64,1
2021,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,Delicte,Lesions (lleu),LGTBI-fòbia,Víctima,DONA,14,1
2021,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,Delicte,Lesions (lleu),LGTBI-fòbia,Víctima,DONA,23,1
2021,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,Delicte,Lesions (lleu),LGTBI-fòbia,Persona autora,DONA,24,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,DONA,19,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,33,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,34,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,34,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,21,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,21,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Persona autora,HOME,26,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Persona autora,HOME,22,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Persona autora,HOME,17,1
2021,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 2a Res. Casa aïllada/4vents,Delicte,Amenaces,LGTBI-fòbia,Persona autora,HOME,19,1
2021,5,maig,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta municipis ABP Arenys de Mar,Metro estació,Delicte,Contra exer. drets fonamentals i llib. públiques,Ètnic/origen nacional/origen racial,Persona autora,HOME,20,1
2021,5,maig,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Calella,Metro estació,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,DONA,35,1
2021,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,Delicte,Furt (lleu),Orientació política,Víctima,DONA,55,1
2021,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,Delicte,Furt (lleu),Orientació política,Persona autora,HOME,35,1
2021,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Supermercat_CC,Delicte,Amenaces,LGTBI-fòbia,Víctima,HOME,18,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra la llib. consciència i sent. religiosos,LGTBI-fòbia,Víctima,HOME,26,1
2021,6,juny,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Cadaqués,Via Pública urbana,Delicte,Contra la llib. consciència i sent. religiosos,Orientació política,Víctima,DONA,62,1
2021,6,juny,RP Metropolitana Sud,ABP Alt Penedès,Barcelona,Alt Penedès,Olèrdola,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,50,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Amenaces (lleu),LGTBI-fòbia,Persona autora,HOME,39,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Amenaces (lleu),LGTBI-fòbia,Víctima,DONA,56,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Altres espais oberts,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,HOME,41,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,25,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,HOME,44,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Tàrrega,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,HOME,72,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,DONA,65,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,HOME,47,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,HOME,48,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Anglesola,Hab. 1a Res. Casa adossada,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,HOME,60,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Escola,Delicte,Lesions (lleu),Ètnic/origen nacional/origen racial,Persona autora,HOME,28,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Escola,Delicte,Lesions (lleu),Etnic/origen nacional/origen racial,Víctima,HOME,18,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis ABP Granollers,Via Pública urbana,Delicte,Amenaces (lleu),LGTBI-fòbia,Persona autora,HOME,47,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Cardedeu,Via Pública urbana,Delicte,Amenaces (lleu),LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Danys (lleu),Ètnic/origen nacional/origen racial,Persona autora,HOME,42,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Danys (lleu),Etnic/origen nacional/origen racial,Víctima,DONA,31,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis ABP Granollers,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,47,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Cardedeu,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Via Pública urbana,Delicte,Lesions (lleu),Ètnic/origen nacional/origen racial,Persona autora,DONA,52,1
2021,6,juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Via Pública urbana,Delicte,Lesions (lleu),Etnic/origen nacional/origen racial,Víctima,DONA,17,1
2021,6,juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Vila-seca,Institut,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,DONA,10,1
2021,6,juny,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,DONA,53,1
2021,6,juny,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,14,1
2021,6,juny,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,15,1
2021,6,juny,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,16,1
2021,6,juny,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Via Pública urbana,Delicte,Lesions,Ètnic/origen nacional/origen racial,Persona autora,HOME,55,1
2021,6,juny,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Via Pública urbana,Delicte,Lesions,Etnic/origen nacional/origen racial,Víctima,HOME,36,1
2021,6,juny,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Lesions (lleu),Antisemita,Víctima,DONA,20,1
2021,6,juny,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Tren FGC estació,Delicte,Lesions (lleu),Antisemita,Víctima,DONA,20,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Amenaces (lleu),LGTBI-fòbia,Persona autora,HOME,19,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Amenaces (lleu),LGTBI-fòbia,Víctima,HOME,42,1
2021,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via Pública urbana,Delicte,Trencament de condemna (resolució judicial),Ètnic/origen nacional/origen racial,Persona autora,HOME,57,1
2021,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via Pública urbana,Delicte,Trencament de condemna (resolució judicial),Etnic/origen nacional/origen racial,Víctima,HOME,17,1
2021,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via Pública urbana,Delicte,Trencament de condemna (resolució judicial),Etnic/origen nacional/origen racial,Víctima,DONA,50,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Amenaces (lleu),Ètnic/origen nacional/origen racial,Persona autora,HOME,59,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Amenaces (lleu),Ètnic/origen nacional/origen racial,Persona autora,DONA,44,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Amenaces (lleu),Religiós,Víctima,DONA,44,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Amenaces (lleu),Ètnic/origen nacional/origen racial,Persona autora,DONA,21,1
2021,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Casa adossada,Delicte,Amenaces,Ètnic/origen nacional/origen racial,Persona autora,HOME,43,1
2021,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Casa adossada,Delicte,Amenaces,Etnic/origen nacional/origen racial,Víctima,DONA,51,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Cardedeu,Institut,Delicte,Danys (lleu),LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis ABP Granollers,Institut,Delicte,Danys (lleu),LGTBI-fòbia,Persona autora,HOME,47,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Trencament de condemna (resolució judicial),LGTBI-fòbia,Víctima,HOME,54,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Trencament de condemna (resolució judicial),LGTBI-fòbia,Persona autora,HOME,35,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Jorba,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,HOME,39,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Jorba,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,HOME,30,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Jorba,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,HOME,50,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Jorba,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,DONA,68,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Jorba,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctima,HOME,47,1
2021,6,juny,RP  Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Rubí,Via Pública urbana,Delicte,Violació de domicili jurídic,LGTBI-fòbia,Víctima,DONA,41,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Cardedeu,Supermercat_COM,Altres,Diligències informatives,LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis ABP Granollers,Supermercat_COM,Altres,Diligències informatives,LGTBI-fòbia,Persona autora,HOME,47,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Botiga d'alimentació/Begudes_COM,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,HOME,53,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,HOME,44,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Ètnic/origen nacional/origen racial,Persona autora,DONA,54,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,DONA,32,1
2021,6,juny,RP  Metropolitana Nord,ABP Sants-Montjuïc,Barcelona,Barcelonès,Premià de Dalt,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,LGTBI-fòbia,Víctima,HOME,28,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,LGTBI-fòbia,Persona autora,HOME,47,1
2021,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,LGTBI-fòbia,Víctima,HOME,53,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Pla d'Urgell,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Via Pública urbana,Delicte,Amenaces (lleu),Ètnic/origen nacional/origen racial,Persona autora,HOME,36,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Pla d'Urgell,Bell-lloc d'Urgell,Via Pública urbana,Delicte,Amenaces (lleu),Etnic/origen nacional/origen racial,Víctima,HOME,14,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,Delicte,Danys (lleu),Orientació política,Víctima,DONA,44,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,HOME,56,1
2021,6,juny,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Abrera,Via Pública urbana,Delicte,Lesions (lleu),LGTBI-fòbia,Víctima,DONA,30,1
2021,6,juny,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Resta municipis ABP Martorell,Via Pública urbana,Delicte,Lesions (lleu),LGTBI-fòbia,Persona autora,HOME,43,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Tàrrega,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,HOME,72,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,HOME,47,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Persona autora,HOME,48,1
2021,6,juny,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Supermercat_COM,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,26,1
2021,6,juny,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Supermercat_COM,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,34,1
2021,6,juny,RP Central,ABP Bages,Barcelona,Bages,Navarcles,Via Pública urbana,Altres,Diligències informatives,LGTBI-fòbia,Víctima,DONA,24,1
2021,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Delicte,Tracte degradant / vexatori,Discapacitat físic/sensorial,Víctima,DONA,42,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Ètnic/origen nacional/origen racial,Persona autora,HOME,40,1
2021,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,DONA,37,1
2021,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Aporofòbia,Víctima,HOME,40,1
2021,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Aporofòbia,Persona autora,HOME,34,1
2021,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Aporofòbia,Víctima,HOME,40,1
2021,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,DONA,59,1
2021,6,juny,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Partit polític,Infracció administrativa,Danys / deslluïments de béns mobles / immobles,LGTBI-fòbia,Víctima,HOME,18,1
2021,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Altres,Diligències informatives,LGTBI-fòbia,Víctima,HOME,27,1
2021,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Altres,Diligències informatives,LGTBI-fòbia,Víctima,HOME,25,1
2021,6,juny,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,Orientació política,Víctima,HOME,57,1
2021,6,juny,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Delicte,Robatori amb violència i/o intimidació,LGTBI-fòbia,Víctima,HOME,37,1
2021,6,juny,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Delicte,Robatori amb violència i/o intimidació,LGTBI-fòbia,Víctima,HOME,34,1
2021,6,juny,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Delicte,Robatori amb violència i/o intimidació,Discapacitat físic/sensorial,Persona autora,DONA,20,1
2021,6,juny,RP Central,ABP Berguedà,Barcelona,Berguedà,Berga,Via Pública urbana,Delicte,Agressions sexuals,Orientació política,Víctima,HOME,70,1
2021,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Gavà,Pàrquing públic,Delicte,Danys (lleu),LGTBI-fòbia,Víctima,HOME,13,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Partit polític,Delicte,Danys (lleu),LGTBI-fòbia,Víctima,HOME,34,1
2021,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Partit polític,Delicte,Danys (lleu),LGTBI-fòbia,Persona autora,HOME,39,1
2021,6,juny,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Torrelles de Llobregat,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,43,1
2021,6,juny,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis ABP Sant Feliu de Llobregat,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,14,1
2021,6,juny,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis ABP Sant Feliu de Llobregat,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Persona autora,HOME,14,1
2021,6,juny,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,Víctima,HOME,52,1
2021,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Altres empreses de serveis,Delicte,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,Víctima,DONA,38,1
2021,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Altres empreses de serveis,Delicte,Contra exer. drets fonamentals i llib. públiques,Ètnic/origen nacional/origen racial,Persona autora,HOME,55,1
2021,6,juny,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Tàrrega,Pàrquing públic,Delicte,Danys (lleu),Orientació política,Víctima,DONA,25,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Lesions,Orientació política,Víctima,DONA,40,1
2021,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Delicte,Lesions,Orientació política,Víctima,DONA,40,1
2021,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Mobiliari urbà,Delicte,Danys (lleu),LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Mobiliari urbà,Delicte,Danys (lleu),LGTBI-fòbia,Víctima,HOME,39,1
2021,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Mobiliari urbà,Delicte,Danys (lleu),LGTBI-fòbia,Persona autora,HOME,42,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Pla d'Urgell,Mollerussa,Hab. 1a Res. Pis/apartament,Delicte,Amenaces (lleu),Sexisme,Víctima,HOME,15,1
2021,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Pla d'Urgell,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Hab. 1a Res. Pis/apartament,Delicte,Amenaces (lleu),Sexisme,Persona autora,HOME,14,1
2021,6,juny,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via Pública urbana,Delicte,Furt (lleu),LGTBI-fòbia,Persona autora,HOME,25,1
2021,6,juny,RP Metropolitana Sud,ABP Alt Penedès,Barcelona,Alt Penedès,Vilafranca del Penedès,Via Pública urbana,Delicte,Amenaces,Etnic/origen nacional/origen racial,Víctima,DONA,14,1
2021,6,juny,RP Metropolitana Sud,ABP Alt Penedès,Barcelona,Alt Penedès,Vilafranca del Penedès,Via Pública urbana,Delicte,Amenaces,Ètnic/origen nacional/origen racial,Persona autora,HOME,14,1
